    0.0000000000E+00   -3.4744747995E-01
    3.9215686275E-03   -3.2411857477E-01
    7.8431372549E-03   -3.0119249483E-01
    1.1764705882E-02   -2.7588150438E-01
    1.5686274510E-02   -2.5773419724E-01
    1.9607843137E-02   -2.1738028511E-01
    2.3529411765E-02   -2.3652587387E-01
    2.7450980392E-02   -1.1147504027E-01
    3.1372549020E-02   -2.9449293496E-01
    3.5294117647E-02    9.9318544793E-02
    3.9215686275E-02   -4.3560911742E-01
    4.3137254902E-02    2.8620962164E-01
    4.7058823529E-02   -3.7008411770E-01
    5.0980392157E-02    1.2613427391E-01
    5.4901960784E-02   -3.4497140274E-02
    5.8823529412E-02   -9.8638797949E-03
    6.2745098039E-02    1.4775369006E-02
    6.6666666667E-02    3.9405647740E-02
    7.0588235294E-02    6.4012003460E-02
    7.4509803922E-02    8.8579497746E-02
    7.8431372549E-02    1.1309321577E-01
    8.2352941176E-02    1.3753827535E-01
    8.6274509804E-02    1.6189983599E-01
    9.0196078431E-02    1.8616310787E-01
    9.4117647059E-02    2.1031336087E-01
    9.8039215686E-02    2.3433593346E-01
    1.0196078431E-01    2.5821624164E-01
    1.0588235294E-01    2.8193978775E-01
    1.0980392157E-01    3.0549216934E-01
    1.1372549020E-01    3.2885908783E-01
    1.1764705882E-01    3.5202635728E-01
    1.2156862745E-01    3.7497991291E-01
    1.2549019608E-01    3.9770581973E-01
    1.2941176471E-01    4.2019028091E-01
    1.3333333333E-01    4.4241964624E-01
    1.3725490196E-01    4.6438042035E-01
    1.4117647059E-01    4.8605927094E-01
    1.4509803922E-01    5.0744303688E-01
    1.4901960784E-01    5.2851873615E-01
    1.5294117647E-01    5.4927357379E-01
    1.5686274510E-01    5.6969494961E-01
    1.6078431373E-01    5.8977046589E-01
    1.6470588235E-01    6.0948793484E-01
    1.6862745098E-01    6.2883538609E-01
    1.7254901961E-01    6.4780107386E-01
    1.7647058824E-01    6.6637348415E-01
    1.8039215686E-01    6.8454134175E-01
    1.8431372549E-01    7.0229361700E-01
    1.8823529412E-01    7.1961953257E-01
    1.9215686275E-01    7.3650856998E-01
    1.9607843137E-01    7.5295047594E-01
    2.0000000000E-01    7.6893526865E-01
    2.0392156863E-01    7.8445324380E-01
    2.0784313725E-01    7.9949498048E-01
    2.1176470588E-01    8.1405134693E-01
    2.1568627451E-01    8.2811350603E-01
    2.1960784314E-01    8.4167292069E-01
    2.2352941176E-01    8.5472135905E-01
    2.2745098039E-01    8.6725089945E-01
    2.3137254902E-01    8.7925393526E-01
    2.3529411765E-01    8.9072317949E-01
    2.3921568627E-01    9.0165166920E-01
    2.4313725490E-01    9.1203276975E-01
    2.4705882353E-01    9.2186017881E-01
    2.5098039216E-01    9.3112793020E-01
    2.5490196078E-01    9.3983039751E-01
    2.5882352941E-01    9.4796229750E-01
    2.6274509804E-01    9.5551869334E-01
    2.6666666667E-01    9.6249499755E-01
    2.7058823529E-01    9.6888697486E-01
    2.7450980392E-01    9.7469074471E-01
    2.7843137255E-01    9.7990278368E-01
    2.8235294118E-01    9.8451992753E-01
    2.8627450980E-01    9.8853937324E-01
    2.9019607843E-01    9.9195868060E-01
    2.9411764706E-01    9.9477577377E-01
    2.9803921569E-01    9.9698894251E-01
    3.0196078431E-01    9.9859684320E-01
    3.0588235294E-01    9.9959849969E-01
    3.0980392157E-01    9.9999330390E-01
    3.1372549020E-01    9.9978101612E-01
    3.1764705882E-01    9.9896176524E-01
    3.2156862745E-01    9.9753604863E-01
    3.2549019608E-01    9.9550473183E-01
    3.2941176471E-01    9.9286904804E-01
    3.3333333333E-01    9.8963059738E-01
    3.3725490196E-01    9.8579134590E-01
    3.4117647059E-01    9.8135362440E-01
    3.4509803922E-01    9.7632012699E-01
    3.4901960784E-01    9.7069390949E-01
    3.5294117647E-01    9.6447838756E-01
    3.5686274510E-01    9.5767733462E-01
    3.6078431373E-01    9.5029487956E-01
    3.6470588235E-01    9.4233550423E-01
    3.6862745098E-01    9.3380404075E-01
    3.7254901961E-01    9.2470566852E-01
    3.7647058824E-01    9.1504591115E-01
    3.8039215686E-01    9.0483063302E-01
    3.8431372549E-01    8.9406603579E-01
    3.8823529412E-01    8.8275865461E-01
    3.9215686275E-01    8.7091535414E-01
    3.9607843137E-01    8.5854332441E-01
    4.0000000000E-01    8.4565007642E-01
